CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,Segment
15881.0,112,5,501.39000000000004,1,4,3,Loyal Customers
15882.0,168,2,371.32000000000005,1,3,2,Hibernating
15885.0,109,1,15.0,1,2,1,Hibernating
15889.0,169,1,297.92,1,2,2,Hibernating
15891.0,26,1,524.52,3,2,3,Potential Loyalists
15894.0,53,2,263.55,2,3,2,At Risk
15898.0,27,4,1002.99,3,4,3,Loyal Customers
15899.0,169,1,56.25,1,2,1,Hibernating
15903.0,27,2,641.6400000000001,3,3,3,Loyal Customers
15906.0,19,3,683.16,3,4,3,Loyal Customers
15907.0,10,1,251.18,4,2,2,Potential Loyalists
15910.0,7,4,550.61,4,4,3,Champions
15912.0,33,1,141.49,3,2,1,Potential Loyalists
15916.0,46,4,735.1800000000001,3,4,3,Loyal Customers
15917.0,48,1,123.1,2,2,1,At Risk
15918.0,71,1,142.0,2,2,1,At Risk
15919.0,168,1,270.72,1,2,2,Hibernating
15922.0,173,1,369.5,1,2,2,Hibernating
15923.0,172,1,127.08,1,2,1,Hibernating
15932.0,14,4,1273.25,4,4,4,Champions
15935.0,39,2,416.86,3,3,2,Potential Loyalists
15938.0,1,4,335.3,4,4,2,Champions
15939.0,27,8,4380.35,3,4,4,Loyal Customers
15940.0,111,1,35.8,1,2,1,Hibernating
15944.0,77,1,325.1,2,2,2,At Risk
15945.0,165,1,181.0,1,2,1,Hibernating
15950.0,159,1,428.82000000000005,1,2,2,Hibernating
15951.0,85,1,375.16999999999996,2,2,2,At Risk
15952.0,25,1,232.65,3,2,1,Potential Loyalists
15953.0,11,4,826.14,4,4,3,Champions
15955.0,4,3,1445.6200000000001,4,4,4,Champions
15965.0,167,1,156.19,1,2,1,Hibernating
15967.0,118,1,173.8,1,2,1,Hibernating
15970.0,103,1,314.1,1,2,2,Hibernating
15971.0,42,4,1086.15,3,4,4,Loyal Customers
15973.0,166,1,307.82000000000005,1,2,2,Hibernating
15974.0,11,3,1573.49,4,4,4,Champions
15976.0,20,1,209.99,3,2,1,Potential Loyalists
15980.0,54,1,760.18,2,2,3,At Risk
15981.0,11,4,1622.2,4,4,4,Champions
15983.0,160,3,1148.27,1,4,4,Loyal Customers
15984.0,33,5,782.08,3,4,3,Loyal Customers
15985.0,36,1,899.58,3,2,3,Potential Loyalists
15987.0,19,2,122.84,3,3,1,Potential Loyalists
15990.0,87,1,401.37,2,2,2,At Risk
15996.0,63,3,655.27,2,4,3,Loyal Customers
15998.0,62,2,1782.22,2,3,4,Loyal Customers
16003.0,159,1,1181.0,1,2,4,Hibernating
16005.0,70,1,177.59,2,2,1,At Risk
16006.0,11,1,101.4,4,2,1,Potential Loyalists
16007.0,15,1,369.75,4,2,2,Potential Loyalists
16008.0,4,1,139.15,4,2,1,Potential Loyalists
16010.0,46,3,407.5,3,4,2,Potential Loyalists
16011.0,33,6,990.84,3,4,3,Loyal Customers
16013.0,11,21,12036.119999999999,4,4,4,Champions
16014.0,91,1,262.93,2,2,2,At Risk
16016.0,26,3,690.38,3,4,3,Loyal Customers
16019.0,32,6,2489.5,3,4,4,Loyal Customers
16022.0,60,1,628.28,2,2,3,At Risk
16023.0,66,1,177.84,2,2,1,At Risk
16027.0,18,3,516.6700000000001,3,4,3,Loyal Customers
16029.0,6,28,35512.26,4,4,4,Champions
16030.0,109,1,331.24,1,2,2,Hibernating
16031.0,47,1,305.63,2,2,2,At Risk
16033.0,11,10,3020.69,4,4,4,Champions
16034.0,8,2,291.3,4,3,2,Champions
16036.0,63,1,188.73,2,2,1,At Risk
16037.0,70,3,855.02,2,4,3,Loyal Customers
16038.0,1,1,316.95,4,2,2,Potential Loyalists
16040.0,69,1,422.43,2,2,2,At Risk
16042.0,132,1,24.95,1,2,1,Hibernating
16043.0,11,3,676.49,4,4,3,Champions
16045.0,46,2,861.25,3,3,3,Loyal Customers
16048.0,173,2,256.44,1,3,2,Hibernating
16055.0,21,1,134.8,3,2,1,Potential Loyalists
16057.0,11,3,1059.54,4,4,4,Champions
16059.0,54,3,647.7,2,4,3,Loyal Customers
16062.0,41,2,578.18,3,3,3,Loyal Customers
16063.0,60,1,335.32,2,2,2,At Risk
16065.0,165,1,372.09,1,2,2,Hibernating
16072.0,88,1,584.3199999999999,2,2,3,At Risk
16073.0,97,1,122.39999999999999,1,2,1,Hibernating
16076.0,8,1,305.45000000000005,4,2,2,Potential Loyalists
16078.0,84,1,79.2,2,2,1,At Risk
16080.0,74,1,130.26,2,2,1,At Risk
16081.0,59,2,568.13,2,3,3,Loyal Customers
16083.0,160,1,337.98,1,2,2,Hibernating
16084.0,99,1,436.18,1,2,2,Hibernating
16085.0,36,2,325.04,3,3,2,Potential Loyalists
16086.0,88,2,278.45,2,3,2,At Risk
16092.0,54,1,310.87,2,2,2,At Risk
16094.0,19,1,252.1,3,2,2,Potential Loyalists
16096.0,64,1,320.62,2,2,2,At Risk
16097.0,40,1,185.04999999999998,3,2,1,Potential Loyalists
16098.0,34,3,1010.3000000000001,3,4,3,Loyal Customers
16099.0,26,1,318.3,3,2,2,Potential Loyalists
16103.0,27,2,534.46,3,3,3,Loyal Customers
16105.0,49,1,336.96,2,2,2,At Risk
16109.0,19,2,611.88,3,3,3,Loyal Customers
16110.0,62,2,693.93,2,3,3,Loyal Customers
16112.0,133,2,136.14,1,3,1,Hibernating
16115.0,12,3,510.9,4,4,3,Champions
16116.0,11,1,612.78,4,2,3,Potential Loyalists
16121.0,15,1,287.89,4,2,2,Potential Loyalists
16122.0,133,2,249.84,1,3,2,Hibernating
16124.0,117,1,249.0,1,2,2,Hibernating
16125.0,167,1,289.35,1,2,2,Hibernating
16126.0,96,1,891.35,1,2,3,Hibernating
16128.0,82,1,388.3,2,2,2,At Risk
16131.0,7,2,1664.52,4,3,4,Champions
16133.0,5,8,5289.2300000000005,4,4,4,Champions
16134.0,159,1,283.53000000000003,1,2,2,Hibernating
16135.0,62,1,517.55,2,2,3,At Risk
16136.0,78,1,159.3,2,2,1,At Risk
16139.0,7,1,139.79999999999998,4,2,1,Potential Loyalists
16140.0,171,1,124.14,1,2,1,Hibernating
16142.0,50,1,535.34,2,2,3,At Risk
16143.0,13,4,1574.17,4,4,4,Champions
16144.0,47,1,175.2,2,2,1,At Risk
16145.0,26,4,1316.28,3,4,4,Loyal Customers
16146.0,4,2,659.13,4,3,3,Champions
16148.0,96,1,76.32000000000001,1,2,1,Hibernating
16150.0,70,2,964.48,2,3,3,Loyal Customers
16152.0,69,1,1829.04,2,2,4,At Risk
16153.0,18,2,401.91,3,3,2,Potential Loyalists
16156.0,6,3,1060.57,4,4,4,Champions
16159.0,81,1,348.2,2,2,2,At Risk
16161.0,11,9,2068.64,4,4,4,Champions
16162.0,52,1,37.4,2,2,1,At Risk
16163.0,32,2,856.6,3,3,3,Loyal Customers
16168.0,8,8,1176.81,4,4,4,Champions
16170.0,35,2,625.5799999999999,3,3,3,Loyal Customers
16172.0,41,1,199.38,3,2,1,Potential Loyalists
16175.0,5,2,466.98,4,3,3,Champions
16180.0,10,4,2745.43,4,4,4,Champions
16182.0,3,2,2517.0,4,3,4,Champions
16184.0,11,1,148.22,4,2,1,Potential Loyalists
16185.0,32,1,335.0,3,2,2,Potential Loyalists
16186.0,11,4,1047.21,4,4,4,Champions
16187.0,3,7,2564.64,4,4,4,Champions
16188.0,26,2,565.77,3,3,3,Loyal Customers
16191.0,63,8,2615.68,2,4,4,Loyal Customers
16193.0,36,1,314.45,3,2,2,Potential Loyalists
16202.0,161,1,365.27,1,2,2,Hibernating
16203.0,27,2,318.3,3,3,2,Potential Loyalists
16206.0,8,2,288.75,4,3,2,Champions
16208.0,89,1,497.59,2,2,3,At Risk
16209.0,46,1,305.95000000000005,3,2,2,Potential Loyalists
16210.0,13,9,10593.210000000001,4,4,4,Champions
16212.0,83,1,498.15000000000003,2,2,3,At Risk
16214.0,53,2,749.67,2,3,3,Loyal Customers
16216.0,67,1,914.9300000000001,2,2,3,At Risk
16217.0,35,2,304.25,3,3,2,Potential Loyalists
16218.0,6,4,1728.76,4,4,4,Champions
16221.0,75,2,315.37,2,3,2,At Risk
16222.0,118,1,846.72,1,2,3,Hibernating
16224.0,40,2,543.21,3,3,3,Loyal Customers
16225.0,77,2,416.61,2,3,2,At Risk
16226.0,3,3,255.12,4,4,2,Champions
16227.0,25,1,314.22,3,2,2,Potential Loyalists
16229.0,13,1,358.2,4,2,2,Potential Loyalists
16230.0,20,1,275.93,3,2,2,Potential Loyalists
16232.0,15,2,366.47,4,3,2,Champions
16233.0,130,2,326.5,1,3,2,Hibernating
16235.0,95,2,344.46,1,3,2,Hibernating
16241.0,12,4,833.96,4,4,3,Champions
16242.0,14,2,392.9,4,3,2,Champions
16244.0,12,2,1522.75,4,3,4,Champions
16245.0,57,1,453.98,2,2,2,At Risk
16249.0,1,2,1020.53,4,3,3,Champions
16250.0,61,2,389.44,2,3,2,At Risk
16253.0,55,1,1700.4,2,2,4,At Risk
16255.0,46,4,1061.67,3,4,4,Loyal Customers
16256.0,66,1,752.4300000000001,2,2,3,At Risk
16258.0,19,1,1032.46,3,2,3,Potential Loyalists
16261.0,46,1,254.96,3,2,2,Potential Loyalists
16265.0,61,5,2875.14,2,4,4,Loyal Customers
16266.0,6,2,258.29,4,3,2,Champions
16270.0,153,1,1141.24,1,2,4,Hibernating
16271.0,158,1,133.22,1,2,1,Hibernating
16274.0,173,1,357.95,1,2,2,Hibernating
16282.0,139,1,168.3,1,2,1,Hibernating
16283.0,8,1,277.81,4,2,2,Potential Loyalists
16293.0,7,4,1129.74,4,4,4,Champions
16297.0,69,1,301.9,2,2,2,At Risk
16303.0,133,1,827.1800000000001,1,2,3,Hibernating
16306.0,13,6,632.27,4,4,3,Champions
16308.0,17,2,960.0,3,3,3,Loyal Customers
16309.0,40,1,334.2,3,2,2,Potential Loyalists
16315.0,130,1,226.37,1,2,1,Hibernating
16316.0,6,5,1829.1100000000001,4,4,4,Champions
16317.0,97,1,570.76,1,2,3,Hibernating
16319.0,17,1,404.40000000000003,3,2,2,Potential Loyalists
16320.0,13,1,852.68,4,2,3,Potential Loyalists
16321.0,105,3,223.65,1,4,1,Hibernating
16325.0,46,1,190.82000000000002,3,2,1,Potential Loyalists
16326.0,14,3,535.6800000000001,4,4,3,Champions
16327.0,70,3,1740.57,2,4,4,Loyal Customers
16332.0,105,1,122.3,1,2,1,Hibernating
16333.0,26,13,11754.800000000001,3,4,4,Loyal Customers
16339.0,84,1,109.95,2,2,1,At Risk
16341.0,1,1,797.65,4,2,3,Potential Loyalists
16348.0,40,2,455.7,3,3,2,Potential Loyalists
16349.0,90,1,53.5,2,2,1,At Risk
16350.0,134,1,376.7,1,2,2,Hibernating
16351.0,133,1,153.9,1,2,1,Hibernating
16353.0,18,11,2155.28,3,4,4,Loyal Customers
16356.0,27,2,104.10000000000001,3,3,1,Potential Loyalists
16357.0,14,1,137.9,4,2,1,Potential Loyalists
16359.0,14,5,1016.26,4,4,3,Champions
16365.0,53,3,489.35999999999996,2,4,3,Loyal Customers
16367.0,162,1,170.91,1,2,1,Hibernating
16370.0,25,1,275.54,3,2,2,Potential Loyalists
16374.0,62,1,156.3,2,2,1,At Risk
16377.0,67,1,676.2,2,2,3,At Risk
16378.0,47,3,362.95,2,4,2,At Risk
16383.0,68,1,309.46,2,2,2,At Risk
16384.0,64,1,409.1,2,2,2,At Risk
16385.0,166,1,148.23000000000002,1,2,1,Hibernating
16386.0,53,1,61.10000000000001,2,2,1,At Risk
16387.0,122,1,94.36,1,2,1,Hibernating
16389.0,5,2,670.17,4,3,3,Champions
16392.0,69,1,221.19,2,2,1,At Risk
16393.0,15,5,839.22,4,4,3,Champions
16394.0,48,2,619.3,2,3,3,Loyal Customers
16395.0,124,2,450.56,1,3,2,Hibernating
16398.0,54,1,1169.95,2,2,4,At Risk
16399.0,35,1,178.41,3,2,1,Potential Loyalists
16401.0,10,5,1661.8899999999999,4,4,4,Champions
16402.0,64,2,299.6,2,3,2,At Risk
16403.0,112,1,177.5,1,2,1,Hibernating
16405.0,102,2,167.25,1,3,1,Hibernating
16407.0,42,4,600.34,3,4,3,Loyal Customers
16409.0,42,2,803.5600000000001,3,3,3,Loyal Customers
16411.0,169,1,131.5,1,2,1,Hibernating
16414.0,80,1,50.8,2,2,1,At Risk
16418.0,26,1,145.91,3,2,1,Potential Loyalists
16419.0,75,2,516.9300000000001,2,3,3,Loyal Customers
16422.0,6,25,15849.51,4,4,4,Champions
16425.0,102,1,302.7,1,2,2,Hibernating
16426.0,76,1,328.37,2,2,2,At Risk
16427.0,63,2,241.06,2,3,1,At Risk
16431.0,13,3,642.81,4,4,3,Champions
16434.0,57,2,522.95,2,3,3,Loyal Customers
16440.0,14,1,272.46,4,2,2,Potential Loyalists
16441.0,91,1,211.0,2,2,1,At Risk
16442.0,27,2,437.03,3,3,2,Potential Loyalists
16444.0,64,1,119.08,2,2,1,At Risk
16446.0,6,1,2.9,4,2,1,Potential Loyalists
16449.0,80,1,416.69,2,2,2,At Risk
16455.0,4,5,1133.78,4,4,4,Champions
16456.0,28,3,1576.6100000000001,3,4,4,Loyal Customers
16457.0,18,1,208.36,3,2,1,Potential Loyalists
16458.0,17,6,1139.4,3,4,4,Loyal Customers
16462.0,84,1,34.0,2,2,1,At Risk
16463.0,4,1,319.37,4,2,2,Potential Loyalists
16466.0,8,2,324.07,4,3,2,Champions
16469.0,46,2,276.88,3,3,2,Potential Loyalists
16470.0,158,1,216.34,1,2,1,Hibernating
16471.0,75,1,223.95000000000002,2,2,1,At Risk
16473.0,87,2,217.81,2,3,1,At Risk
16475.0,74,1,310.0,2,2,2,At Risk
16477.0,14,5,1552.51,4,4,4,Champions
16493.0,85,2,367.8,2,3,2,At Risk
16494.0,96,1,826.53,1,2,3,Hibernating
16495.0,76,2,246.51,2,3,2,At Risk
16496.0,8,2,1185.04,4,3,4,Champions
16497.0,3,5,1550.7,4,4,4,Champions
16499.0,160,2,365.45,1,3,2,Hibernating
16500.0,131,1,165.0,1,2,1,Hibernating
16503.0,14,3,1093.39,4,4,4,Champions
16509.0,97,1,363.7,1,2,2,Hibernating
16510.0,172,1,248.1,1,2,2,Hibernating
16511.0,66,1,340.75,2,2,2,At Risk
16515.0,46,2,622.33,3,3,3,Loyal Customers
16517.0,77,1,162.7,2,2,1,At Risk
16518.0,84,1,190.7,2,2,1,At Risk
16519.0,165,1,103.7,1,2,1,Hibernating
16520.0,39,2,622.92,3,3,3,Loyal Customers
16523.0,15,7,2115.2,4,4,4,Champions
16525.0,5,13,6750.01,4,4,4,Champions
16531.0,94,3,484.83,1,4,3,Loyal Customers
16532.0,138,1,1910.4,1,2,4,Hibernating
16539.0,20,3,1053.61,3,4,4,Loyal Customers
16546.0,90,2,787.15,2,3,3,Loyal Customers
16549.0,134,1,119.49000000000001,1,2,1,Hibernating
16550.0,35,2,1038.91,3,3,3,Loyal Customers
16551.0,137,1,311.07,1,2,2,Hibernating
16552.0,43,2,379.73,3,3,2,Potential Loyalists
16553.0,5,9,4731.18,4,4,4,Champions
16554.0,22,2,314.11,3,3,2,Potential Loyalists
16556.0,1,4,1638.82,4,4,4,Champions
16558.0,33,9,2837.04,3,4,4,Loyal Customers
16560.0,158,1,332.18,1,2,2,Hibernating
16565.0,164,1,173.7,1,2,1,Hibernating
16566.0,93,1,94.89999999999999,1,2,1,Hibernating
16567.0,137,1,557.5600000000001,1,2,3,Hibernating
16570.0,5,3,1473.23,4,4,4,Champions
16571.0,82,1,436.68,2,2,2,At Risk
16572.0,75,1,342.58,2,2,2,At Risk
16573.0,90,1,292.63,2,2,2,At Risk
16583.0,173,1,233.45,1,2,1,Hibernating
16584.0,54,1,611.94,2,2,3,At Risk
16586.0,49,1,463.95,2,2,2,At Risk
16587.0,32,1,225.15,3,2,1,Potential Loyalists
16592.0,1,6,1152.83,4,4,4,Champions
16593.0,127,1,69.6,1,2,1,Hibernating
16596.0,166,1,120.65,1,2,1,Hibernating
16598.0,85,1,145.04999999999998,2,2,1,At Risk
16600.0,53,2,237.46,2,3,1,At Risk
16607.0,8,7,1717.06,4,4,4,Champions
16609.0,20,2,1092.18,3,3,4,Loyal Customers
16610.0,19,1,75.66,3,2,1,Potential Loyalists
16612.0,112,1,280.05,1,2,2,Hibernating
16617.0,36,1,151.85,3,2,1,Potential Loyalists
16618.0,11,4,1441.29,4,4,4,Champions
16619.0,64,1,226.21,2,2,1,At Risk
16620.0,61,1,95.75999999999999,2,2,1,At Risk
16621.0,16,2,490.7,3,3,3,Loyal Customers
16623.0,46,1,129.45,3,2,1,Potential Loyalists
16625.0,74,1,333.08,2,2,2,At Risk
16626.0,66,1,795.75,2,2,3,At Risk
16628.0,18,2,712.91,3,3,3,Loyal Customers
16633.0,34,1,447.52,3,2,2,Potential Loyalists
16634.0,22,2,217.9,3,3,1,Potential Loyalists
16637.0,26,1,303.62,3,2,2,Potential Loyalists
16638.0,57,6,1211.44,2,4,4,Loyal Customers
16639.0,7,2,471.15000000000003,4,3,3,Champions
16642.0,7,1,307.73,4,2,2,Potential Loyalists
16643.0,46,1,487.51,3,2,3,Potential Loyalists
16644.0,12,1,722.41,4,2,3,Potential Loyalists
16647.0,5,1,127.75,4,2,1,Potential Loyalists
16652.0,12,3,3054.62,4,4,4,Champions
16654.0,35,2,501.85,3,3,3,Loyal Customers
16655.0,132,1,812.25,1,2,3,Hibernating
16656.0,27,5,2464.04,3,4,4,Loyal Customers
16657.0,54,1,242.55,2,2,2,At Risk
16658.0,168,1,123.24,1,2,1,Hibernating
16660.0,11,2,384.36,4,3,2,Champions
16665.0,162,1,135.39999999999998,1,2,1,Hibernating
16667.0,84,1,203.35,2,2,1,At Risk
16668.0,14,2,122.58,4,3,1,Champions
16670.0,47,5,1948.22,2,4,4,Loyal Customers
16672.0,4,8,3488.34,4,4,4,Champions
16676.0,13,3,1098.5,4,4,4,Champions
16678.0,19,4,965.3,3,4,3,Loyal Customers
16679.0,166,1,129.75,1,2,1,Hibernating
16681.0,5,3,875.84,4,4,3,Champions
16684.0,5,13,25075.94,4,4,4,Champions
16686.0,38,3,847.4300000000001,3,4,3,Loyal Customers
16690.0,1,1,86.5,4,2,1,Potential Loyalists
16692.0,56,2,1276.0,2,3,4,Loyal Customers
16693.0,71,1,157.56,2,2,1,At Risk
16696.0,3,3,558.9000000000001,4,4,3,Champions
16697.0,41,1,112.75,3,2,1,Potential Loyalists
16698.0,26,2,1998.0,3,3,4,Loyal Customers
16700.0,1,7,2948.23,4,4,4,Champions
16701.0,5,5,1895.17,4,4,4,Champions
16705.0,7,8,6608.49,4,4,4,Champions
16709.0,45,2,1270.43,3,3,4,Loyal Customers
16710.0,7,6,1637.64,4,4,4,Champions
16711.0,102,2,598.8000000000001,1,3,3,Loyal Customers
16712.0,12,4,1204.37,4,4,4,Champions
16713.0,35,8,2611.63,3,4,4,Loyal Customers
16714.0,18,3,1161.53,3,4,4,Loyal Customers
16716.0,67,2,901.2,2,3,3,Loyal Customers
16717.0,166,1,307.25,1,2,2,Hibernating
16718.0,169,1,623.75,1,2,3,Hibernating
16719.0,36,4,978.23,3,4,3,Loyal Customers
16721.0,62,1,292.47,2,2,2,At Risk
16722.0,28,4,1565.48,3,4,4,Loyal Customers
16725.0,102,7,781.02,1,4,3,Loyal Customers
16726.0,94,3,603.79,1,4,3,Loyal Customers
16727.0,164,1,272.82,1,2,2,Hibernating
16728.0,36,2,326.93,3,3,2,Potential Loyalists
16729.0,7,8,2503.53,4,4,4,Champions
16730.0,34,2,480.94,3,3,3,Loyal Customers
16735.0,39,2,1097.92,3,3,4,Loyal Customers
16738.0,98,1,3.75,1,2,1,Hibernating
16743.0,11,3,1061.75,4,4,4,Champions
16745.0,11,9,3588.03,4,4,4,Champions
16746.0,20,7,2567.22,3,4,4,Loyal Customers
16748.0,17,3,910.2,3,4,3,Loyal Customers
16750.0,32,1,118.7,3,2,1,Potential Loyalists
16752.0,172,1,207.5,1,2,1,Hibernating
16754.0,172,1,2002.4,1,2,4,Hibernating
16755.0,26,2,908.47,3,3,3,Loyal Customers
16756.0,15,1,239.4,4,2,1,Potential Loyalists
16757.0,118,1,106.83000000000001,1,2,1,Hibernating
16765.0,94,1,34.0,1,2,1,Hibernating
16766.0,73,2,1145.6,2,3,4,Loyal Customers
16767.0,19,3,2649.06,3,4,4,Loyal Customers
16768.0,72,1,183.25,2,2,1,At Risk
16769.0,60,1,380.39,2,2,2,At Risk
16770.0,36,4,656.48,3,4,3,Loyal Customers
16771.0,75,3,1655.95,2,4,4,Loyal Customers
16775.0,5,4,691.8,4,4,3,Champions
16777.0,57,1,177.25,2,2,1,At Risk
16778.0,74,1,93.18,2,2,1,At Risk
16779.0,19,10,3780.76,3,4,4,Loyal Customers
16780.0,59,1,161.89,2,2,1,At Risk
16781.0,172,1,311.25,1,2,2,Hibernating
16782.0,4,7,1348.3,4,4,4,Champions
16788.0,54,1,297.17,2,2,2,At Risk
16791.0,13,4,576.15,4,4,3,Champions
16792.0,82,2,110.38000000000001,2,3,1,At Risk
16795.0,165,1,414.88,1,2,2,Hibernating
16801.0,1,2,1265.83,4,3,4,Champions
16804.0,70,1,118.05,2,2,1,At Risk
16805.0,160,1,214.77,1,2,1,Hibernating
16806.0,20,2,414.37,3,3,2,Potential Loyalists
16807.0,15,2,651.83,4,3,3,Champions
16808.0,74,1,166.5,2,2,1,At Risk
16809.0,8,2,343.08,4,3,2,Champions
16812.0,160,1,479.35,1,2,3,Hibernating
16813.0,4,1,206.25,4,2,1,Potential Loyalists
16814.0,5,11,3752.43,4,4,4,Champions
16816.0,113,2,325.45,1,3,2,Hibernating
16817.0,18,6,949.25,3,4,3,Loyal Customers
16818.0,1,2,726.24,4,3,3,Champions
16823.0,27,1,358.38,3,2,2,Potential Loyalists
16832.0,3,2,136.65,4,3,1,Champions
16833.0,60,3,671.29,2,4,3,Loyal Customers
16834.0,28,1,413.46,3,2,2,Potential Loyalists
16835.0,173,1,81.75,1,2,1,Hibernating
16837.0,13,5,1077.64,4,4,4,Champions
16838.0,88,1,392.12,2,2,2,At Risk
16839.0,4,12,6274.63,4,4,4,Champions
16841.0,14,2,636.5,4,3,3,Champions
16842.0,102,1,520.5699999999999,1,2,3,Hibernating
16843.0,5,5,3532.49,4,4,4,Champions
16850.0,133,1,332.41,1,2,2,Hibernating
16858.0,169,1,375.69000000000005,1,2,2,Hibernating
16859.0,61,1,259.84,2,2,2,At Risk
16863.0,167,1,164.25,1,2,1,Hibernating
16871.0,10,4,2037.82,4,4,4,Champions
16873.0,45,2,2686.57,3,3,4,Loyal Customers
16875.0,96,3,805.09,1,4,3,Loyal Customers
16877.0,8,1,77.75,4,2,1,Potential Loyalists
16882.0,39,2,215.70000000000002,3,3,1,Potential Loyalists
16883.0,172,1,128.03,1,2,1,Hibernating
16885.0,157,1,190.65,1,2,1,Hibernating
16889.0,43,2,1228.61,3,3,4,Loyal Customers
16891.0,171,1,232.26,1,2,1,Hibernating
16893.0,166,1,145.93,1,2,1,Hibernating
16897.0,99,2,289.78,1,3,2,Hibernating
16898.0,168,1,116.08,1,2,1,Hibernating
16899.0,7,2,347.55,4,3,2,Champions
16904.0,25,6,1288.17,3,4,4,Loyal Customers
16905.0,36,3,853.93,3,4,3,Loyal Customers
16906.0,5,2,213.64000000000001,4,3,1,Champions
16907.0,34,3,584.0,3,4,3,Loyal Customers
16912.0,8,5,1165.66,4,4,4,Champions
16913.0,90,1,113.44,2,2,1,At Risk
16915.0,48,2,166.79,2,3,1,At Risk
16916.0,172,1,198.08,1,2,1,Hibernating
16917.0,76,1,391.52,2,2,2,At Risk
16918.0,117,1,275.78,1,2,2,Hibernating
16919.0,17,7,1591.55,3,4,4,Loyal Customers
16923.0,7,8,3110.52,4,4,4,Champions
16926.0,171,1,230.25,1,2,1,Hibernating
16927.0,76,2,341.45,2,3,2,At Risk
16928.0,15,6,950.11,4,4,3,Champions
16931.0,1,8,1741.53,4,4,4,Champions
16933.0,39,1,224.73,3,2,1,Potential Loyalists
16938.0,109,1,267.6,1,2,2,Hibernating
16940.0,89,1,757.68,2,2,3,At Risk
16942.0,19,3,577.96,3,4,3,Loyal Customers
16943.0,11,3,816.73,4,4,3,Champions
16945.0,1,8,1773.68,4,4,4,Champions
16947.0,36,1,406.48,3,2,2,Potential Loyalists
16948.0,62,2,240.54000000000002,2,3,1,At Risk
16949.0,18,3,505.75,3,4,3,Loyal Customers
16950.0,167,1,172.0,1,2,1,Hibernating
16951.0,104,1,1053.79,1,2,4,Hibernating
16954.0,54,3,941.48,2,4,3,Loyal Customers
16955.0,136,3,354.98,1,4,2,Hibernating
16957.0,39,2,416.64,3,3,2,Potential Loyalists
16960.0,52,1,201.53,2,2,1,At Risk
16965.0,26,1,201.19,3,2,1,Potential Loyalists
16966.0,4,2,727.4399999999999,4,3,3,Champions
16976.0,67,1,251.51999999999998,2,2,2,At Risk
16979.0,98,1,347.15,1,2,2,Hibernating
16980.0,55,2,1078.96,2,3,4,Loyal Customers
16983.0,71,3,622.34,2,4,3,Loyal Customers
16985.0,12,6,2915.36,4,4,4,Champions
16987.0,5,1,213.05,4,2,1,Potential Loyalists
16990.0,19,1,179.0,3,2,1,Potential Loyalists
16992.0,85,1,421.6,2,2,2,At Risk
16996.0,45,4,700.8800000000001,3,4,3,Loyal Customers
16997.0,88,3,702.0,2,4,3,Loyal Customers
16998.0,4,3,287.1,4,4,2,Champions
17001.0,8,5,1801.94,4,4,4,Champions
17002.0,15,2,993.52,4,3,3,Champions
17007.0,1,4,462.73,4,4,2,Champions
17017.0,4,11,4493.82,4,4,4,Champions
17018.0,126,1,405.0,1,2,2,Hibernating
17019.0,61,3,995.93,2,4,3,Loyal Customers
17025.0,173,2,160.97,1,3,1,Hibernating
17026.0,169,1,33.15,1,2,1,Hibernating
17027.0,83,3,443.88,2,4,2,At Risk
17029.0,36,1,358.0,3,2,2,Potential Loyalists
17033.0,14,2,608.1,4,3,3,Champions
17034.0,88,1,141.79999999999998,2,2,1,At Risk
17035.0,45,2,433.53000000000003,3,3,2,Potential Loyalists
17041.0,160,1,304.5,1,2,2,Hibernating
17042.0,47,1,273.21,2,2,2,At Risk
17043.0,66,1,174.6,2,2,1,At Risk
17045.0,47,1,39.95,2,2,1,At Risk
17047.0,5,2,749.4300000000001,4,3,3,Champions
17048.0,82,2,760.4,2,3,3,Loyal Customers
17049.0,15,3,1581.8,4,4,4,Champions
17050.0,50,4,2200.84,2,4,4,Loyal Customers
17054.0,7,3,918.82,4,4,3,Champions
17058.0,40,1,582.72,3,2,3,Potential Loyalists
17059.0,60,2,1181.66,2,3,4,Loyal Customers
17060.0,66,1,234.24,2,2,1,At Risk
17061.0,10,6,2867.53,4,4,4,Champions
17062.0,113,4,538.37,1,4,3,Loyal Customers
17063.0,89,2,319.37,2,3,2,At Risk
17064.0,127,1,147.85,1,2,1,Hibernating
17068.0,4,10,2336.1,4,4,4,Champions
17069.0,26,4,1073.07,3,4,4,Loyal Customers
17071.0,39,3,791.83,3,4,3,Loyal Customers
17075.0,53,3,696.07,2,4,3,Loyal Customers
17076.0,74,2,334.2,2,3,2,At Risk
17080.0,69,1,76.32000000000001,2,2,1,At Risk
17082.0,118,1,636.94,1,2,3,Hibernating
17083.0,95,2,996.02,1,3,3,Loyal Customers
17085.0,50,4,1218.9,2,4,4,Loyal Customers
17088.0,54,1,1015.83,2,2,3,At Risk
17090.0,28,3,649.05,3,4,3,Loyal Customers
17091.0,40,3,1393.72,3,4,4,Loyal Customers
17092.0,77,1,134.9,2,2,1,At Risk
17094.0,122,1,302.0,1,2,2,Hibernating
17095.0,99,2,543.96,1,3,3,Loyal Customers
17096.0,61,1,133.49,2,2,1,At Risk
